game_id,experiment,language,rep,seed,persona_set,persona_seats,memory_mode,opponent_profile,framing,risk_framing,show_computed_totals,n_players,endowment,contribution_options,target,risk_probability,n_rounds_is_known,max_rounds,played_rounds,agents_communicate,group_contributions,pot_cumulative,group_total,target_reached,catastrophe,mean_payoff,n_parse_failures,agent1_name,agent1_llm,agent1_personality,agent1_knows_opponent_with_prob,agent1_strategies,agent1_scores,agent1_messages,agent1_payoff,agent1_parse_failures,agent2_name,agent2_llm,agent2_personality,agent2_knows_opponent_with_prob,agent2_strategies,agent2_scores,agent2_messages,agent2_payoff,agent2_parse_failures,agent3_name,agent3_llm,agent3_personality,agent3_knows_opponent_with_prob,agent3_strategies,agent3_scores,agent3_messages,agent3_payoff,agent3_parse_failures,agent4_name,agent4_llm,agent4_personality,agent4_knows_opponent_with_prob,agent4_strategies,agent4_scores,agent4_messages,agent4_payoff,agent4_parse_failures,agent5_name,agent5_llm,agent5_personality,agent5_knows_opponent_with_prob,agent5_strategies,agent5_scores,agent5_messages,agent5_payoff,agent5_parse_failures,agent6_name,agent6_llm,agent6_personality,agent6_knows_opponent_with_prob,agent6_strategies,agent6_scores,agent6_messages,agent6_payoff,agent6_parse_failures
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep0,exp_baseline,en,0,12345,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[20, 20, 22, 22, 22, 22, 22, 24, 24, 22]","[20, 40, 62, 84, 106, 128, 150, 174, 198, 220]",220.0,1,0,3.3333333333333335,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 2]","[38, 36, 34, 32, 30, 28, 26, 22, 18, 16]",[],16.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]","[38, 36, 32, 28, 24, 20, 16, 12, 8, 4]",[],4.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep1,exp_baseline,en,1,12346,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[20, 20, 20, 22, 22, 22, 22, 22, 24, 24]","[20, 40, 60, 82, 104, 126, 148, 170, 194, 218]",218.0,1,0,3.6666666666666665,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 16]",[],16.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]","[38, 36, 34, 30, 26, 22, 18, 14, 10, 6]",[],6.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep2,exp_baseline,en,2,12347,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,[4],120.0,0.4,True,10,10,False,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[24, 48, 72, 96, 120, 144, 168, 192, 216, 240]",240.0,1,0,0.0,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep3,exp_baseline,en,3,12348,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[22, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[22, 46, 70, 94, 118, 142, 166, 190, 214, 238]",238.0,1,0,0.3333333333333333,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[38, 34, 30, 26, 22, 18, 14, 10, 6, 2]",[],2.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep4,exp_baseline,en,4,12349,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[20, 20, 24, 24, 24, 24, 24, 24, 24, 24]","[20, 40, 64, 88, 112, 136, 160, 184, 208, 232]",232.0,1,0,1.3333333333333333,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]","[38, 36, 32, 28, 24, 20, 16, 12, 8, 4]",[],4.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]","[38, 36, 32, 28, 24, 20, 16, 12, 8, 4]",[],4.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep5,exp_baseline,en,5,12350,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[20, 20, 20, 22, 22, 22, 22, 24, 24, 22]","[20, 40, 60, 82, 104, 126, 148, 172, 196, 218]",218.0,1,0,3.6666666666666665,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 2]","[38, 36, 34, 32, 30, 28, 26, 22, 18, 16]",[],16.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]","[38, 36, 34, 30, 26, 22, 18, 14, 10, 6]",[],6.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep6,exp_baseline,en,6,12351,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[0, 2, 4]",120.0,0.4,True,10,10,False,"[16, 12, 12, 12, 12, 12, 12, 16, 24, 20]","[16, 28, 40, 52, 64, 76, 88, 104, 128, 148]",148.0,1,0,15.333333333333334,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 0]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 20]",[],20.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 16]",[],16.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 16]",[],16.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 2, 2, 2, 2, 2, 2, 4, 4, 4]","[36, 34, 32, 30, 28, 26, 24, 20, 16, 12]",[],12.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 16]",[],16.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 2, 2, 2, 2, 2, 2, 4, 4, 4]","[36, 34, 32, 30, 28, 26, 24, 20, 16, 12]",[],12.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep7,exp_baseline,en,7,12352,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[0, 2, 4]",120.0,0.4,True,10,10,False,"[12, 12, 12, 12, 12, 12, 12, 12, 16, 16]","[12, 24, 36, 48, 60, 72, 84, 96, 112, 128]",128.0,1,0,18.666666666666668,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[38, 36, 34, 32, 30, 28, 26, 24, 22, 20]",[],20.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 22, 18]",[],18.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 22, 18]",[],18.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 0]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 20]",[],20.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[38, 36, 34, 32, 30, 28, 26, 24, 22, 20]",[],20.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]","[38, 36, 34, 32, 30, 28, 26, 24, 20, 16]",[],16.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep8,exp_baseline,en,8,12353,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[2, 4]",120.0,0.4,True,10,10,False,"[18, 16, 16, 20, 20, 20, 24, 24, 24, 24]","[18, 34, 50, 70, 90, 110, 134, 158, 182, 206]",206.0,1,0,5.666666666666667,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]","[38, 36, 34, 32, 30, 28, 24, 20, 16, 12]",[],12.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]","[38, 36, 34, 30, 28, 24, 20, 16, 12, 8]",[],8.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 2, 2, 2, 4, 2, 4, 4, 4, 4]","[38, 36, 34, 32, 28, 26, 22, 18, 14, 10]",[],10.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 2, 2, 4, 4, 4, 4, 4, 4, 4]","[36, 34, 32, 28, 24, 20, 16, 12, 8, 4]",[],4.0,0
crsd_milinski_p040_risk__xai-grok-4.20-0309-non-reasoning__en__rep9,exp_baseline,en,9,12354,personas_default,NNNNNN,full_history,,0,lottery,0,6,40.0,"[0, 2, 4]",120.0,0.4,True,10,10,False,"[22, 24, 24, 24, 24, 24, 24, 24, 20, 24]","[22, 46, 70, 94, 118, 142, 166, 190, 210, 234]",234.0,1,0,1.0,0,Player_1,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_2,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_3,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0,Player_4,xai-grok-4.20-0309-non-reasoning,neutral,0,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[38, 34, 30, 26, 22, 18, 14, 10, 6, 2]",[],2.0,0,Player_5,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 8, 4]",[],4.0,0,Player_6,xai-grok-4.20-0309-non-reasoning,neutral,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36, 32, 28, 24, 20, 16, 12, 8, 4, 0]",[],0.0,0
